order,Progress,Duration (in seconds),Finished,Response ID,DistributionChannel - Distribution Channel,"consentement",gender,gender_TEXT,sexual_orientation,"sexual_orientation_5_TEXT ",age_1,"kids ","kids_2","activity - Etes-vous (en ce moment) ","pays ","pays_4_TEXT ","nationalite ",nationalite_text,"society_ladder_1 - 10","society_ladder_2 - - 9","society_ladder_3 -- 8","society_ladder_4 -- 7","society_ladder_5 -- 6","society_ladder_6 -- 5","society_ladder_7 -- 4","society_ladder_8 -- 3","society_ladder_9 -- 2","society_ladder_10 -- 1",alarm_timer_First Click - Timing - First Click,alarm_timer_Last Click - Timing - Last Click,alarm_timer_Page Submit - Timing - Page Submit,alarm_timer_Click Count - Timing - Click Count,desc_norm,"presc_norm_d - Sur une échelle de 1 (perturbation totale) à 7 (conformité totale), veuillez évaluer dans quelle mesure les solutions proposées par Essaim d'Alerte sont compatibles avec le fonctionnement de votre pays ?",high_control_1,high_control_2,high_control_3,high_control_4,high_control_5,high_control_6,high_control_7,high_control_8,high_control_9,high_control_10,high_control_11,high_control_12,high_control_13,high_control_14,high_control_15,high_control_16,high_control_17,high_control_18,high_control_19,high_control_20,high_control_21,high_control_22,control_low_1,control_low_2,control_low_3,control_low_4,control_low_5,control_low_6,control_low_7,control_low_8,control_low_9,control_low_10,control_low_11,control_low_12,control_low_13,control_low_14,control_low_15,control_low_16,control_low_17,control_low_18,control_low_19,control_low_20,control_low_21,control_low_22,sdo_french_1,sdo_french_2,sdo_french_3,sdo_french_4,sdo_french_5,sdo_french_6,sdo_french_7,sdo_french_8,sdo_french_9,sdo_french_10,sdo_french_11,sdo_french_12,sdo_french_13,sdo_french_14,sdo_french_15,sdo_french_16,sdo_DO_1,sdo_DO_2,sdo_DO_3,sdo_DO_4,sdo_DO_5,sdo_DO_6,sdo_DO_7,sdo_DO_8,sdo_DO_9,sdo_DO_10,sdo_DO_11,sdo_DO_12,sdo_DO_13,sdo_DO_14,sdo_DO_15,sdo_DO_16,edo,condrition_high_low_control,condrition_high_low_control_text,sdo_or_edo_first
223,100,779,1,R_3MM5HTNowxblHoC,anonymous,"1",1,,2,,54,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",17.161,113.774,117.866,17,35,"2",,1,,1,,1,1,1,1,,,1,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,1,7,2,6,1,7,6,7,1,2,6,2,6,9,10,15,13,2,1,4,7,11,5,8,16,12,14,3,3,1,high,edo
357,100,426,1,R_3nNr8RH5VDNsagE,anonymous,"1",2,,2,,25,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",13.756,61.649,64.285,10,30,"3",1,,,,1,,1,1,1,1,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,5,1,6,2,7,1,5,5,2,1,1,5,2,3,13,15,12,8,14,2,11,4,10,16,1,9,6,7,5,3,1,high,sdo
399,100,1078,1,R_2PAN3O7MHiEv5IV,anonymous,"1",1,,1,,43,"2","1","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",11.476,226.944,227.972,30,70,"3",1,1,,1,,1,1,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,7,1,7,3,7,1,7,3,7,1,1,5,2,12,7,13,15,9,11,5,8,10,14,1,3,2,16,4,6,3,1,high,sdo
47,100,531,1,R_2RNYsPsDsjWenEt,anonymous,"1",2,,2,,45,"2","3","6","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",6.111,67.961,68.502,14,20,"1",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,1,1,1,,,,1,,,,,1,1,,1,7,1,7,1,7,1,7,1,7,7,6,1,5,7,2,3,10,15,16,6,5,9,1,12,13,2,8,11,14,4,7,3,2,low,sdo
159,100,636,1,R_u3P0nd544IWyGw9,anonymous,"1",1,,2,,23,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",77.744,77.744,78.941,1,,"2",1,1,,1,1,1,1,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,6,1,6,2,6,1,6,1,4,5,7,2,4,5,2,13,12,16,3,10,15,6,1,5,7,11,4,2,14,8,9,3,1,high,sdo
39,100,649,1,R_3iDqOgE0kKT942X,anonymous,"1",2,,2,,22,"1",,"3","4","Pays Bas","2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",66.76,196.192,197.269,3,60,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,1,,,,,,1,1,1,1,,,6,7,3,6,2,7,2,7,2,7,7,5,1,5,4,2,1,4,13,6,9,2,7,15,14,16,3,11,8,5,12,10,3,2,low,edo
64,100,891,1,R_3R9mWHeY7LxCeEZ,anonymous,"1",2,,2,,33,"2","1","2","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.714,140.125,141.266,23,15,"1",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,,1,,1,,1,,,1,,1,1,6,1,6,1,6,2,7,2,6,6,6,1,1,5,2,16,14,4,3,6,7,10,15,1,2,8,12,5,11,9,13,3,2,low,edo
229,100,545,1,R_3MbZ2jrvZUVqc6s,anonymous,"1",1,,2,,56,"2","2","2","2",,"2",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",13.928,80.765,81.88,19,25,"2",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,,,,,,1,,,,,1,1,,2,6,2,6,1,6,2,6,1,2,6,7,6,5,2,2,1,12,7,4,3,6,16,15,5,10,8,2,14,11,9,13,3,2,low,sdo
588,100,577,1,R_1l6MN218TYFT3n5,anonymous,"1",1,,2,,62,"2","2","5","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",20.462,98.009,99.406,12,40,"4",1,1,,1,,1,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,7,1,7,3,7,2,3,7,7,7,1,6,2,10,2,5,9,7,16,3,1,13,8,11,4,12,15,6,14,3,1,high,sdo
98,97,864,0,R_3fq6pHv2UKPmiil,anonymous,"1",2,,2,,55,"2","4","2","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5.033,164.592,166.349,36,60,"3",1,1,1,1,,1,1,,,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,1,5,1,5,1,7,5,7,2,2,2,2,10,14,4,6,5,9,3,15,2,13,7,12,8,1,11,16,3,1,high,edo
9,100,548,1,R_28Z1B2TEGgD2e7i,anonymous,"1",2,,2,,23,"1",,"1","1",,"3",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",4.369,113.311,113.846,63,45,"5",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,1,1,1,,,,1,1,,,,,1,,1,6,3,7,1,7,4,6,1,5,7,7,1,2,7,2,11,15,8,4,5,7,10,1,13,9,12,3,14,2,6,16,3,2,low,sdo
402,100,729,1,R_s7jc07ovs4ULkK5,anonymous,"1",1,,2,,44,"2","2","2","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",2.547,125.938,126.98,30,25,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,1,1,1,,,1,1,,,,,1,,,4,6,2,7,1,7,2,7,1,6,6,7,3,2,2,3,9,16,1,14,4,11,10,5,8,7,6,15,12,3,13,2,3,2,low,sdo
526,100,510,1,R_3rYw6MCl33hffX8,anonymous,"1",1,,2,,22,"1",,"1","1",,"1",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",10.14,76.8,77.461,55,40,"4",1,,,1,1,1,,,,1,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,1,7,2,7,1,6,7,6,2,1,5,3,1,11,4,15,9,12,14,7,16,2,6,5,10,8,13,3,3,1,high,edo
587,100,913,1,R_2Ynrbgts3SE5m43,anonymous,"1",2,,2,,53,"2","3","2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",27.059,223.927,225.067,61,,"5",,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,1,,,,,1,,1,,1,1,1,,5,3,5,4,2,4,1,2,3,3,7,5,4,2,4,3,14,7,12,11,4,5,3,9,15,8,2,10,1,13,16,6,3,2,low,sdo
465,100,1360,1,R_2ALPaVMXWRsiJUO,anonymous,"1",2,,2,,54,"2","3","4","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",10.107,247.354,248.441,16,51,"5",1,1,1,1,,1,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,3,5,5,5,5,4,5,6,5,5,3,7,3,4,2,8,9,6,10,12,16,14,1,5,13,15,11,3,7,3,1,high,sdo
280,100,268,1,R_2Va5bsbIMoU7wfE,anonymous,"1",2,,2,,20,"1",,"1","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.694,12.897,13.436,9,40,"2",1,1,,1,1,1,1,,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,3,2,6,5,5,5,5,2,3,5,6,3,2,1,3,3,9,6,14,2,4,1,10,12,11,16,15,5,13,7,8,3,1,high,sdo
45,100,417,1,R_3G9btUYNLIQVF1l,anonymous,"1",1,,2,,21,"1",,"1","1",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.274,5.093,5.801,2,25,"3",1,1,,1,1,1,1,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,7,6,7,2,7,2,7,1,7,7,7,2,2,3,3,16,13,4,5,7,6,14,10,8,12,1,11,3,2,15,9,3,1,high,sdo
67,100,914,1,R_3sziV3VihQkIUq8,anonymous,"1",1,,2,,19,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.301,130.208,131.269,19,,"5",1,,,1,1,,1,1,,,,1,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,5,5,5,2,5,4,5,2,6,5,6,3,3,5,3,15,14,7,8,1,16,6,5,12,4,2,9,13,3,11,10,3,1,high,sdo
556,100,557,1,R_TiVfdGp3cV6w0A9,anonymous,"1",2,,2,,24,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8.951,126.96,127.735,39,35,"5",1,1,,1,,1,1,,,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,5,5,5,2,6,4,6,2,4,6,6,3,5,6,3,11,13,14,6,8,1,12,16,3,9,4,15,7,5,2,10,3,1,high,sdo
192,100,607,1,R_a8HDSqqW9BehHfX,anonymous,"1",1,,2,,25,"1",,"2","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",65.236,91.436,92.646,2,30,"3",1,1,,1,,1,1,1,1,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,7,3,7,2,6,2,6,7,7,2,5,5,3,15,12,6,8,4,5,9,3,11,13,7,2,14,1,10,16,3,1,high,sdo
650,100,430,1,R_3oO68A0qc4Eatia,anonymous,"1",1,,2,,22,"1",,"1","3",,"3",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8.659,8.659,55.902,1,5,"6",1,1,1,1,1,1,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,5,6,5,3,5,3,5,5,3,5,6,2,3,12,9,2,7,1,11,14,10,13,8,5,15,4,3,6,16,3,1,high,edo
96,100,604,1,R_vjbRe9ZfHoh4r7P,anonymous,"1",1,,2,,55,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",0.9,3.734,4.524,2,,"8",1,1,,1,1,1,1,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,6,5,5,2,7,4,5,2,4,5,5,3,4,5,4,12,8,5,14,3,2,16,10,7,9,15,6,13,4,11,1,3,1,high,sdo
325,100,748,1,R_3dJKIIxsC1AWV93,anonymous,"1",2,,2,,64,"2","2","5","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",5.308,129.749,130.844,17,44,"5",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,1,,1,1,,,1,1,1,,,4,4,1,1,1,7,4,7,1,7,7,7,2,5,7,4,11,12,7,13,14,15,6,4,3,16,9,2,10,5,8,1,3,2,low,sdo
391,100,424,1,R_2TzStSug6lpvaAO,anonymous,"1",1,,2,,49,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.493,13.442,14.493,11,33,"4",1,1,1,1,,,1,,1,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,6,6,5,4,7,1,6,5,6,2,2,5,4,15,3,6,7,2,5,9,11,14,16,12,8,13,10,4,1,3,1,high,sdo
531,100,404,1,R_3Ibl5p7ULoVINN8,anonymous,"1",2,,2,,29,"1",,"2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",2.022,41.456,42.51,12,41,"5",,1,,1,1,1,1,,,1,,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,6,1,7,4,6,2,6,7,7,12,2,7,4,11,16,6,5,7,9,2,8,14,10,15,12,1,4,13,3,3,1,high,edo
644,100,609,1,R_7882JQoXg1CZdXH,anonymous,"1",2,,2,,47,"2","1","2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",49.72,181.6,183.8,12,61,"4",1,1,,1,,1,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,1,7,2,7,1,7,7,7,5,5,7,4,7,12,10,8,13,11,4,5,6,9,1,2,16,15,14,3,3,1,high,sdo
215,100,673,1,R_3EAW4C8fRt7gWvF,anonymous,"1",1,,2,,64,"2","Quatre","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",21.117,83.302,84.644,10,60,"2",1,1,,1,,1,1,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,7,1,7,1,7,1,4,4,6,1,6,6,4,14,13,5,15,11,16,10,1,9,7,6,2,8,3,12,4,3,1,high,edo
263,100,1320,1,R_1IKNAwlYiBlkEJx,anonymous,"1",2,,2,,35,"2","1","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",15.064,344.936,345.581,33,63,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,,1,1,1,,1,,,1,,1,6,4,1,7,1,6,2,5,2,3,4,7,6,1,2,4,1,16,11,13,7,14,8,12,4,3,9,6,2,10,15,5,3,2,low,edo
432,100,1026,1,R_1LNHnwzhZbtAXEo,anonymous,"1",2,,2,,49,"2","2","6","1",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",21.548,198.338,199.368,18,10,"2",1,1,,1,,1,1,,1,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,4,7,1,7,4,6,4,4,4,6,4,5,6,4,9,8,15,12,10,7,3,4,5,16,1,11,13,2,14,6,3,1,high,edo
390,97,520,0,R_24Izf1U8X4btKyi,anonymous,"1",1,,2,,23,"1",,"1","1",,"1",,"Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.623,104.292,105.049,29,40,"5",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,,1,,1,,1,1,,,1,,1,,,6,4,4,5,3,5,4,6,2,6,6,7,5,5,1,4,10,16,14,11,15,12,5,4,13,1,3,6,9,7,2,8,3,2,low,edo
16,100,923,1,R_3qJx5Ry8qYYjkrc,anonymous,"1",2,,1,,23,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",138.916,138.916,140.211,1,45,"2",1,1,,1,,1,1,,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,6,3,6,2,7,1,7,1,5,6,6,2,3,6,4,12,6,7,8,13,2,14,4,9,5,3,1,16,10,15,11,3,1,high,edo
294,100,622,1,R_Ck5rQgh1HELzq01,anonymous,"1",1,,2,,47,"2","2","2","1",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5.469,26.575,27.617,7,80,"4",1,1,,1,,1,1,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,4,5,6,1,4,2,5,1,4,5,5,4,5,2,4,3,4,16,2,6,8,7,9,15,10,14,13,5,1,12,11,3,1,high,edo
72,100,583,1,R_1r2Go54ioFqVX66,anonymous,"1",2,,2,,26,"1",,"2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",12.24,97.178,97.887,9,50,"4",,1,,1,1,1,1,,,,,1,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,5,5,3,6,1,6,5,6,5,3,6,6,4,3,6,4,4,3,15,8,9,6,11,13,5,7,2,12,1,10,16,14,3,1,high,edo
122,100,42346,1,R_3HCz5TdHoAkd38W,anonymous,"1",2,,2,,55,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",27.768,150.288,151.474,7,,"2",1,1,,1,,1,1,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,4,1,7,4,6,2,3,9,16,10,4,1,8,5,12,13,7,11,15,14,3,1,high,edo
608,100,345,1,R_1QMAFYN4mAAGcYA,anonymous,"1",2,,2,,21,"1",,"1","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.808,40.237,40.944,15,30,"2",1,1,,,,1,,,,,,,1,1,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,5,5,6,4,6,2,5,1,7,6,4,4,4,4,4,2,1,16,6,7,12,8,13,10,5,9,11,4,3,15,14,3,1,high,edo
42,100,1047,1,R_3nTLqAtLHkgWQb7,anonymous,"1",2,,2,,55,"2","3","2","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.088,15.866,16.498,7,10,"2",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,1,1,1,,,1,,1,1,,1,,,4,4,4,5,1,6,3,7,4,4,4,4,3,1,5,4,2,9,16,6,11,12,5,8,13,1,4,3,7,10,14,15,3,2,low,sdo
444,100,1003,1,R_Q3n4THbDbtcf1HH,anonymous,"1",1,,2,,27,"1",,"2","1",,"1",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",4.122,280.403,284.101,27,80,"5",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,,1,,,1,1,,,,1,1,,,1,7,7,7,1,7,5,7,1,3,7,7,12,1,4,4,3,12,2,5,1,8,7,16,13,9,14,6,11,10,4,15,3,2,low,edo
190,100,1088,1,R_2dQ5v1KiCrQpe1p,anonymous,"1",2,,2,,53,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",31.218,128.033,129.346,17,32,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,1,,,,1,,,1,,1,,1,4,6,2,7,1,7,4,7,2,7,4,2,7,4,6,4,3,9,13,15,6,12,14,7,1,4,11,10,2,8,5,16,3,2,low,sdo
574,100,813,1,R_BQkk5hGaj26x4n7,anonymous,"1",1,,2,,21,"1",,"1","3",,"3",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.806,84.601,85.556,22,,"4",1,1,,1,1,,1,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,7,6,7,2,4,2,3,7,7,2,5,5,5,7,3,9,14,15,11,6,13,12,2,10,4,8,5,16,1,3,1,high,sdo
542,100,8405,1,R_RKsi6U1BbNAS47f,anonymous,"1",1,,3,,26,"1",,"1","4","Grèce","4",Grecque,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",2.341,434.877,435.593,87,40,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,1,1,,1,,,,1,,,1,1,1,3,5,1,7,4,7,4,7,4,6,6,7,5,1,5,5,9,8,16,13,1,7,10,12,15,2,4,14,11,5,6,3,3,2,low,sdo
673,100,1015,1,R_3exI4MIJHSDSw6s,anonymous,"1",1,,3,,22,"1",,"1","2",,"4",Russe,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.626,281.749,283.198,63,45,"5",,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,1,,1,1,,1,,,1,,,,,1,,,1,6,12,6,1,12,2,7,1,6,7,7,2,2,4,5,12,2,15,6,13,11,4,1,10,5,16,9,8,14,7,3,3,2,low,sdo
117,100,423,1,R_es3WRX89oI5jt5v,anonymous,"1",2,,2,,22,"1",,"1","3",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",9.81,41.415,42.386,12,39,"4",1,1,,,,1,1,,,,,1,1,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,1,6,1,4,5,6,2,6,5,6,3,5,4,5,9,14,16,3,12,5,2,1,7,8,11,4,15,10,13,6,3,1,high,edo
583,100,2048,1,R_1E5NfIyQSOxeBmk,anonymous,"1",2,,2,,62,"2","2","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",2.718,157.767,159.005,60,,"8",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,1,1,1,,1,1,,,,,,,1,4,6,6,7,1,7,1,6,4,7,7,7,5,5,5,5,10,5,3,8,13,11,15,1,14,2,7,4,16,9,12,6,3,2,low,sdo
637,100,1064,1,R_1DBWxnrYY1ac1XI,anonymous,"1",2,,2,,59,"2","4","2","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",19.927,177.264,178.197,12,20,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,1,,,1,1,,1,,,1,1,,4,7,1,6,4,2,3,6,3,6,7,7,3,5,3,5,9,4,14,7,16,10,1,2,15,8,13,5,11,3,12,6,3,2,low,edo
200,100,775,1,R_3rHaX0ubCqz2Yzn,anonymous,"1",1,,2,,25,"1",,"1","2",,"4",Tunisien,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",24.56,157.955,159.602,26,40,"8",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,1,,1,1,,,1,1,,,,,,,1,7,2,6,2,7,2,6,1,1,7,7,1,2,6,5,2,8,16,15,14,10,13,11,7,3,6,12,5,1,4,9,3,2,low,sdo
30,100,1798,1,R_1g8AdeAMvsAFDMT,anonymous,"1",1,,2,,54,"2","3","3","2",,"3",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",23.378,150.596,152.014,32,51,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,1,,1,,,1,,,1,,,1,1,1,7,1,7,1,7,1,7,3,5,6,7,2,1,7,5,9,7,16,12,2,3,14,11,1,5,4,8,15,6,13,10,3,2,low,sdo
176,100,1025,1,R_3G0q5z2K8QYKk2M,anonymous,"1",2,,2,,66,"1",,"5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Dislike","Neutral","Neutral","Neutral","Neutral","Neutral",22.202,138.007,140.765,11,60,"5",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,1,1,,1,1,,1,,1,,,5,6,2,6,1,7,6,7,4,6,7,7,7,6,7,5,1,11,5,14,2,12,15,8,16,13,3,6,7,4,9,10,3,2,low,edo
584,100,1212,1,R_3NVVUCvGI0KG1Pf,anonymous,"1",1,,2,,61,"2","2","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",8.815,202.814,204.2,12,55,"4",1,1,1,1,,1,1,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,5,3,5,5,3,12,3,4,5,5,3,3,5,9,16,2,1,6,5,8,11,14,13,7,10,15,4,3,12,3,1,high,sdo
621,100,540,1,R_31TRLna0Ffu61GF,anonymous,"1",1,,1,,23,"1",,"1","1",,"2",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.39,90.259,90.823,21,20,"3",1,,,1,,1,,1,,,,1,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,5,2,7,3,5,2,7,6,7,5,2,5,5,11,13,5,8,1,4,10,9,14,15,2,7,6,3,16,12,3,1,high,sdo
543,100,768,1,R_1o7SNAdlOBe4AK0,anonymous,"1",1,,2,,21,"1",,"1","3",,"3",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.81,160.301,161.077,35,30,"6",1,,,1,1,1,1,1,,,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,2,6,2,6,1,5,7,7,1,4,4,5,8,12,11,14,16,10,9,13,5,3,7,4,1,2,6,15,3,1,high,sdo
624,100,453,1,R_2b2J6uSh57xbbGK,anonymous,"1",2,,2,,24,"1",,"1","1",,"1",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.017,52.902,53.593,21,29,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,,,1,,1,,,,1,1,1,3,7,3,4,1,7,5,7,3,6,4,5,3,5,5,6,4,12,15,3,14,10,2,9,7,13,8,5,16,1,11,6,3,2,low,edo
